Ort;ID;1701 |Jan;1702 |Feb;1703 |M�r;1704 |Apr;1705 |Mai;1706 |Jun;1707 |Jul;1708 |Aug;1709 |Sep;1710 |Okt;1711 |Nov;1712 |Dez;1801 |Jan;1802 |Feb;1803 |M�r;1804 |Apr;1805 |Mai;1806 |Jun;1807 |Jul;1808 |Aug;1809 |Sep;1810 |Okt;1811 |Nov;1812 |Dez;1901 |Jan;1902 |Feb;1903 |M�r;1904 |Apr;1905 |Mai;1906 |Jun;1907 |Jul;1908 |Aug;1909 |Sep;1910 |Okt;1911 |Nov;1912 |Dez;2001 |Jan;2002 |Feb;2003 |M�r;2004 |Apr;2005 |Mai;2006 |Jun;2007 |Jul;2008 |Aug;2009 |Sep;2010 |Okt;2011 |Nov;2012 |Dez;2101 |Jan;2102 |Feb;2103 |M�r;2104 |Apr;2105 |Mai;2106 |Jun;2107 |Jul;2108 |Aug;2109 |Sep
JC Rhein-Neckar-Kreis;62404;2.705788332;2.849389417;2.563527234;2.467132867;2.316861604;2.55099174;2.381754859;2.357320099;2.339950798;2.2729895;2.302574487;2.07044127;2.003232883;2.048848246;2.018858101;2.228947215;2.364052326;2.553191489;2.45823389;2.518093187;2.487260374;2.425350396;2.23853211;2.226882981;2.046568627;2.044689317;1.786591356;1.714250478;1.651250854;1.645395395;1.540202427;1.601816233;1.671131522;1.797939727;1.416157065;1.386728875;1.045633512;0.740740741;0.491122025;0.314865274;0.219793276;0.165857126;0.047480563;0.047698545;0.048523079;0.111015172;0.124246754;0.161190329;0.274742048;0.306306306;0.298009298;0.209405289;0.228310502;0.21228847;0.2272169;0.231452521;0.261312938
JC Heilbronn, Stadt;62702;3.016096265;3.190673416;2.823384993;2.790127242;2.577477754;2.504638219;2.545003104;2.769953052;3.488187728;3.952380952;4.217059198;4.14819506;4.081954295;4.534756002;4.519685039;4.601178156;3.793994188;3.588907015;3.305921053;3.10880829;3.630136986;4.208175885;4.387631715;3.988852116;3.559027778;3.325827126;3.143350604;2.810263571;2.384291725;2.514164306;2.595094205;2.839285714;3.085299456;2.95728368;2.81535649;2.714600147;2.287581699;1.81192245;1.080028329;0.497683199;0.201005025;0.116861436;0.149875104;0.135432538;0.137433431;0.19379845;0.191671023;0.27638625;0.25492862;0.347107438;0.36142599;0.427280197;0.431177446;0.503693754;0.716723549;0.698324022;0.944236594
JC Heilbronn;62704;1.61874849;1.644970414;1.713212861;1.808423755;1.853997683;1.694519107;1.637235411;1.636661211;1.963103122;1.893533405;1.907618476;1.951394708;1.969443781;1.665080875;1.470060954;1.460553095;1.388888889;1.491632307;1.388035868;1.650206276;1.728081321;1.959520433;1.979301423;2.044248933;1.880516822;1.885340516;1.681427288;1.768198245;1.741616844;1.667323093;1.411609499;1.322468608;1.306925357;1.235573659;1.140994295;0.950699443;0.789825971;0.665335995;0.507284079;0.325203252;0.159040861;0.096875757;0.048971596;0.049498824;0.088216761;0.12823801;0.129065565;0.116189001;0.13873124;0.148662042;0.208845209;0.159216167;0.07408322;0.075075075;0.076238882;0.077299665;*
JC Karlsruhe, Stadt;63102;4.206385232;4.542019347;4.228441755;4.282425173;4.275552807;4.356975838;4.47946588;4.194072584;4.242233086;4.206606987;4.299539902;4.310413513;3.924383824;4.30813581;4.30487511;4.305093006;4.2174549;4.475902136;4.572040531;4.61589735;4.874346433;5.090507351;4.769597007;4.822682885;4.436542206;4.598966715;4.837888304;4.787143101;4.204359438;4.47370716;4.507585723;4.96435173;4.950406577;5.095426719;4.703532189;4.167806658;3.142831265;1.891891892;0.957277079;0.998561395;0.853496851;0.708927541;0.107865914;0.075440067;0.223329325;0.46127067;0.773375043;0.912805355;0.941861461;0.698006896;0.491543781;0.300576104;0.268704341;0.229318838;0.31904803;0.383877159;0.375872561
JC Karlsruhe;63108;3.701875617;3.690108192;3.624916532;3.938647983;3.911564626;3.973447131;3.605997343;3.453853473;3.843553839;4.134971718;4.307391092;3.859717868;3.710956624;3.766348707;3.864353312;4.204353444;4.337784918;4.55099553;4.524053224;4.425054534;4.580556437;4.836126828;4.9746412;4.940970704;4.918566775;4.917677643;4.755229674;4.79825518;4.443712969;4.74662536;4.834774895;5.204377932;5.331362965;5.130830489;4.692686277;4.389073037;3.51758794;2.510222626;1.866874097;1.975570898;1.540543354;0.920848422;0.093623219;0.251414205;0.950854701;1.528217444;1.936754568;1.976327506;1.999358495;1.886594697;1.668554949;1.766346452;1.937221589;2.283152627;2.511974454;2.650290886;2.609557366
JC Baden-Baden, Stadt;63120;2.510864317;2.637889688;2.427415516;2.755721625;2.099860009;2.137767221;2.278120551;2.173913043;2.403138794;2.12345679;2.145708583;1.384083045;1.673228346;2.082300446;2.496255617;2.341803687;2.587519026;2.065049045;2.554744526;2.337662338;2.920870951;2.428722281;2.374670185;1.891749869;1.918092276;1.729559748;2.154492906;2.785076195;3.101604278;3.045133225;2.579582876;2.753303965;3.043718871;3.637381086;2.952867689;2.066590126;1.030337722;0.687679083;0.604063701;0.721649485;0.49652433;0.342969133;0.14720314;0.150451354;0.417972832;0.375133976;0.796601168;0.830306175;0.762582613;0.498007968;0.338327695;*;*;*;*;*;*
JC Rastatt;63122;2.980849292;3.063928453;3.128086928;2.951846966;2.859042553;2.460924509;2.151961596;2.161166024;2.593856655;3.116438356;3.211248047;3.066736365;2.823283374;2.499132246;2.280640669;2.311628728;2.227766886;2.33518951;2.395644283;2.625780389;2.671399215;2.661884085;2.606724594;2.376910017;2.396106327;2.357527381;1.998149861;2.004120622;1.861252115;2.049724805;2.097363864;2.110919209;1.969194775;2.182461659;2.667457024;2.678396872;2.498536014;1.954712599;1.647727273;1.459196541;1.193820225;0.717661474;0.158311346;0.212314225;0.396110911;0.594022647;0.651526433;0.60919328;0.340379792;0.261688765;0.241171404;0.395460798;0.53237163;0.642249609;0.579964851;0.501342883;0.618406693
JC Konstanz;63402;3.43023963;3.383548541;3.184103424;3.455284553;3.670162059;3.703262682;3.70060881;3.235434575;3.535291966;3.456729591;3.651960784;3.103616813;2.940464666;3.010675303;2.929570728;3.315184513;3.60900416;3.736698837;3.489244622;3.122639134;3.401969561;3.557159428;3.40223392;3.171329122;2.886703283;2.934796478;3.064742689;3.318211277;3.372260858;3.437789237;3.466666667;3.4556945;3.428493375;3.390065034;3.399944491;3.108880524;2.397260274;1.248456578;0.507139997;0.27373398;0.192701433;0.155149779;0.084571705;0.121595331;0.363362987;0.465537308;0.463499421;0.699122919;1.034355375;1.342764657;1.215339233;1.231352119;1.313253012;1.543972332;1.816565041;1.958258181;2.666666667
JC Bodenseekreis;63404;2.218071445;2.081427264;2.26963232;2.753950339;2.666965486;2.51515832;2.146690519;2.235136343;2.589506868;2.498296616;1.923947488;1.944821348;2.375084024;2.265081857;2.361142343;2.45398773;2.600364964;2.331002331;2.713358071;2.741635688;3.000236239;3.004494914;2.953787518;3.192756731;3.063869903;2.965403624;2.550304165;2.878388103;2.464363373;2.564102564;2.193966592;2.114271331;2.122820318;2.504472272;3.139356815;2.791878173;2.248610409;1.606022585;1.960303847;1.934592354;1.671183379;0.909711167;0.321248279;0.140416569;0.239980802;0.660792952;1.024640156;1.223608445;1.123332553;0.842057351;0.447027269;0.471380471;0.635208711;0.811688312;1.101005266;1.271082865;1.825456364
JC Ravensburg;63408;2.638441479;2.419476788;2.3827364;2.3934181;2.641849295;2.720071738;2.818168191;2.858880779;2.908139714;2.735280482;2.548656163;2.594376262;2.280484021;2.336737852;2.266025144;2.499214084;2.2119669;2.131721285;1.940346376;2.010376135;2.143446002;2.350391732;2.521432173;2.661919295;2.491947788;2.636025684;2.355932203;2.442774172;2.253569585;2.3986195;2.544440572;2.854640981;2.787642045;2.595529921;.;2.428624397;2.323402661;1.766717325;0.905218317;0.88025245;0.85106383;0.616983277;0.277732397;0.179973822;0.234505863;0.427569694;0.753553691;0.870307167;0.809853214;0.618936099;0.417431959;0.40167364;0.521358897;0.425387102;0.416377516;0.442164839;0.579500181
JC L�rrach;63702;3.434244792;3.044949251;2.774234694;3.101896496;3.194888179;3.520103342;3.458259611;3.646000642;3.558543785;3.31180659;2.969968475;3.007643735;3.054317319;2.891212022;2.934872218;3.260509765;3.119326622;2.829560586;2.681099084;2.595880087;2.755570675;2.631129335;2.604077437;2.490125365;2.291105121;2.266621894;1.909547739;2.055256065;2.262749071;2.636054422;2.533812703;2.474226804;2.2040958;2.212543554;2.328005559;2.240504113;1.848013817;1.439588689;1.157407407;0.858632321;0.651851852;0.395372675;0.103412616;0.133888724;0.272768601;0.640024977;1.122369447;1.266996292;1.153903791;0.948905109;0.555951532;0.503959683;0.590778098;0.682445187;0.752767528;0.792701167;0.807803688
JC Waldshut;63704;4.610407118;4.832321098;4.270557029;4.736702831;4.158940397;4.717484009;4.088133793;3.963820165;4.732287723;5.073250136;4.768392371;4.514175612;4.189636163;4.383788255;4.247104247;4.178195905;4.381586245;4.664075514;4.700615557;4.240381915;4.599022708;4.189540595;4.303576621;4.59936361;3.799654577;3.564299971;3.621328771;3.624429224;3.540336622;3.885781572;4.143070045;3.818181818;3.814713896;4.049079755;4.193647857;3.808929129;3.320012296;2.979115479;2.632366138;2.572801809;2.037398828;2.249040044;1.726973684;1.17042535;1.817665436;2.374059062;2.568593112;2.497821667;2.420489727;2.491785323;1.6504329;1.222104145;0.901617608;0.989569404;0.898448135;1.144292492;1.454952434
JC Ludwigsburg;64148;3.058235084;3.116147309;3.059020277;3.082167954;3.035343035;3.11154327;3.130010457;3.119730185;3.312584961;3.396416493;3.223236274;3.163406298;3.046203177;3.216182784;3.20318149;3.3516685;3.230826232;3.326325274;3.508505468;3.854735708;4.21127204;4.140457043;3.993584603;3.726808717;3.467606311;3.451574332;3.445278546;3.433989324;3.450489488;3.72254522;3.548621777;3.700998296;3.395852268;3.823038397;3.70525962;3.086941813;1.883144178;0.711297071;0.204800524;0.398342894;0.436306973;0.318793251;0.22592708;0.228346457;0.385728062;0.854840023;1.338149577;1.696999508;1.751271084;1.62412993;1.314546599;1.275651692;1.147605857;1.044573798;1.161665053;1.213214198;1.451693643
JC Mannheim, Universit�tsstadt;64402;2.72784841;3.035998265;3.033352501;3.183610657;3.094814744;3.245093785;2.983921588;2.679179228;2.803553801;2.85373964;2.830000995;2.62383399;2.586121314;2.683636722;2.63481901;2.648451371;2.680249234;2.585992952;2.533034156;2.463178002;2.706270627;2.783280004;2.824482264;2.509880409;2.154865003;1.945149822;1.971916662;1.958396753;1.839584183;1.900577326;1.854216683;1.86901452;1.901160381;2.004581901;1.767358926;1.569636201;1.11191936;1.061406234;0.924045491;1.032188631;0.755570528;0.459506031;0.172562554;0.096315916;0.101872514;0.113261437;0.088669951;0.054291496;0.043581425;0.052596347;0.018958244;*;*;*;0.014477367;*;0.044662796
JC Calw;64702;4.255910987;3.829440521;3.370786517;4.026490066;4.019037546;4.636290967;4.758086073;4.793786824;4.667030568;4.760601915;4.797353184;4.759254105;5.026091733;4.913055479;4.438930245;5.052457206;5.097493036;5.369693562;4.610538373;4.867385602;4.96930722;4.845422117;4.854659874;4.455294477;4.440444044;3.892576946;3.758714762;3.416717511;2.940266171;2.425960933;2.153943617;2.498398463;3.054187192;2.946044356;2.940193785;2.153432032;1.967978652;1.448798156;1.434491552;1.095223608;0.880540065;0.607814761;0.379451255;0.295246531;0.296647879;0.425015179;0.42865891;0.366300366;0.478325859;0.54676259;0.590551181;0.565450947;0.37037037;0.401606426;0.379008746;0.534918276;0.667880996
JC Freudenstadt;64708;2.455357143;3.076923077;3.382511695;2.940134609;2.561366062;2.64853257;2.674376581;2.520087655;2.944550669;2.950075643;3.207331042;2.718223583;2.111324376;1.93768997;2.130131681;2.285050349;2.115158637;1.868044515;2.056451613;2.15885947;2.481692433;2.443064182;2.131216047;1.882057716;1.832569763;1.657000829;1.921470343;1.970021413;1.907238838;1.694178975;1.265270506;1.306620209;1.499118166;1.614349776;1.783325903;1.887640449;1.674008811;1.094570928;0.68288519;0.44141252;0.270793037;0.190985485;0.077942323;*;0.203252033;0.331674959;0.822706705;0.986031224;1.228695997;1.265822785;0.986342944;0.882240123;0.694980695;0.505443235;0.748620961;1.01378751;1.165695254
JC Pforzheim, Stadt;64710;2.70471464;2.861685215;2.764584095;2.713786033;2.75042037;2.657646775;2.662189711;2.807060554;2.774043749;2.696408874;2.507101396;2.401881887;2.297147092;2.025285381;2.065004888;2.108618365;2.281648675;2.305795314;2.261213394;2.116733467;2.136317396;2.204845533;2.349296502;2.990076041;2.811296534;2.853139727;2.409329745;2.491930278;2.352482454;2.387787056;2.37117499;2.439984258;2.708472315;2.717031146;2.7041428;2.168934393;1.87400319;2.026408681;1.890918446;1.959536837;1.247771836;0.620331688;0.216395112;0.39820167;0.546377;0.699024004;0.743790676;0.809018568;0.898203593;1.032524522;0.87708148;0.801017165;0.634598299;0.707668554;0.608966053;0.555261766;0.596975325
JC Enzkreis;64712;2.310510003;2.363936229;2.564802183;2.070449045;1.665323664;1.84344109;1.708489055;1.819641424;1.694459387;1.778496362;1.778975741;2.11173483;2.221032914;2.181431232;1.588562351;1.527521728;1.701222754;1.935483871;2.082191781;2.113062569;1.954215522;1.611079706;1.867572156;2.17080834;2.45693307;2.03504805;2.166572876;2.225979149;2.285553047;2.249134948;2.28587963;2.493399824;2.334403268;2.251851852;2.093301435;2.330445175;2.604790419;2.573964497;2.192982456;1.781170483;1.775956284;1.395348837;0.940525588;0.529690549;0.815752461;1.102006216;1.447629861;1.525423729;1.291918637;1.101558302;0.743494424;0.870942201;0.890052356;1.001845505;1.018766756;1.130099228;1.019830028
JC Ortenaukreis;65106;3.012099162;3.326017221;3.195850414;3.350125945;3.105276445;3.169639084;3.458799593;3.523704145;3.620420212;3.6599247;3.618711386;3.350008933;3.231232295;3.370588753;3.200699606;3.498620137;3.554395753;3.871085547;3.997059634;3.8935756;3.959361945;3.621595796;3.700855522;3.732215942;3.759689922;3.831676479;3.768143805;3.909803542;3.915781189;3.80122748;3.660466957;3.877978267;3.636363636;4.01867262;3.602776077;3.290078676;2.496674511;2.042890538;2.349427576;2.805707172;2.949187565;2.666541916;1.753228391;1.622390892;2.500486476;3.013182674;3.273370687;3.289409468;2.975112043;2.70498732;2.239925023;2.052150993;1.892534475;1.778465107;1.999409042;2.265016963;2.695280716
JC Reutlingen;66402;1.698392796;1.839596186;1.630073187;1.706108971;1.811793126;1.784736669;1.725843685;1.545083324;1.609273014;1.710272964;1.731010136;1.731254299;1.620130989;1.718606783;1.656385652;1.638405133;1.617375231;1.569949994;1.485032741;1.592544532;1.566236251;1.508022681;1.394615571;1.594838081;1.420247633;1.824993957;1.781791555;2.050841213;1.710885197;1.858318783;1.941502774;2.586316728;3.005288276;2.734577501;2.130162049;1.472908995;1.154704107;0.743834008;0.655948553;0.830132573;0.605766901;0.640405993;0.410876133;0.426881327;0.124007937;0.289855072;0.598802395;1.138252974;1.332830378;1.511023037;1.148863359;0.988769531;0.711132908;0.708162505;0.676020408;0.893550894;1.113172542
JC T�bingen;66404;2.26613488;2.144388849;2.036479547;2.062400846;2.109704641;2.050473186;2.135168519;1.932197435;2.119700748;2.060390764;2.002835874;1.959736326;1.98546357;2.185112809;2.185988174;2.399563716;2.33737996;2.135815991;2.172712208;2.12020649;2.294095525;2.141774071;2.249761678;2.399692839;2.412868633;2.432997529;1.837320574;2.07444746;2.395444728;2.374356945;2.33293792;2.30829421;2.294035508;2.141414141;2.085463095;1.95466833;1.782752902;1.532725766;1.210653753;1.142639497;0.966722439;0.703573412;0.05585552;0.055897149;0.096190843;0.296912114;0.641025641;0.916882599;0.931246285;0.919045757;0.683326825;0.390930414;0.137822406;*;*;0.081766149;0.148651518
JC Rems-Murr-Kreis;67102;2.74721217;2.839370655;2.642629597;2.726549505;2.631957428;3.010876612;2.978203007;2.910033854;3.159988214;3.278688525;3.442340792;3.389576303;3.150725939;3.322902697;3.125;3.076230492;2.783629251;2.622576967;2.95468463;3.180484792;3.082459709;3.052779513;2.900823207;3.098391675;3.014365335;3.279073407;3.137532437;2.993585175;2.768911586;2.758178319;2.706609911;2.767886047;2.771211998;2.761485826;2.446334548;2.340511987;1.890891535;1.265822785;0.660689004;0.272644653;0.22136954;0.184162063;0.059001401;0.081644771;0.158371041;0.214214674;0.27707227;0.423696171;0.42462845;0.408921933;0.29418254;0.353851825;0.360771609;0.445103858;0.443775856;0.465862227;0.598151169
JC Hohenlohekreis;67402;3.254132231;3.453529711;2.397602398;1.690701144;1.633663366;2.603143418;3.001968504;2.983590254;2.651325663;2.757158006;3.372591006;3.569497025;2.915766739;3.306233062;3.172043011;3.900325027;3.810049696;4.043280182;3.997715591;3.974284044;4.332129964;4.291845494;4.304429195;4.380952381;3.862928349;3.662321539;3.354037267;4.014823965;3.870162297;4.568527919;4.945407836;4.262295082;3.566621803;4.066666667;4.102219233;3.284182306;2.480417755;2.12628866;2.649842271;2.694427434;2.848664688;2.272727273;1.616766467;0.789313904;1.176470588;1.925545571;2.25660864;2.470741222;2.503128911;2.015882712;1.373134328;1.455427532;1.551831161;1.842751843;1.686445971;1.8342821;1.877022654
JC Schw�bisch Hall;67404;2.288173992;2.55033557;2.743362832;2.991641003;2.669000219;2.772277228;2.806009722;2.919062362;3.0029352;3.451407811;3.454587051;3.600276944;3.333333333;3.186046512;2.855805243;3.423040604;3.518429871;3.776762088;3.413555992;3.364905284;3.653551354;3.548470044;3.551983407;3.326348874;3.530633437;3.213367609;3.240020736;3.35357803;3.428270042;3.784648188;4.190169218;4.628868803;4.518828452;4.421289778;3.475558067;2.833663927;2.423398329;1.885761137;1.805443277;1.638065523;1.160151324;0.630835226;0.076161462;*;*;*;0.079617834;0.132590825;0.130174434;0.230710074;0.477506911;0.712649529;0.793244626;0.796505653;0.625978091;0.553505535;0.781881909
JC Neckar-Odenwald-Kreis;67408;3.087818697;3.274559194;2.813438951;2.396514161;2.662320022;2.787646898;2.750764101;2.814522938;3.336209376;2.843876959;2.658486708;2.394324564;3.096431731;3.201897421;3.192735794;3.25443787;3.09800417;3.183183183;2.776930119;3.081147041;3.559163284;3.33439187;3.402462735;3.596889177;3.418530351;3.574848388;3.314212874;3.383822108;3.837398374;3.781650773;3.790375742;3.851306095;3.562945368;3.755074425;3.775545549;3.193335647;2.19478738;1.663837012;1.340482574;1.134154245;0.736471342;0.288369112;0.03239391;0;0.164473684;0.432468397;0.569132909;0.565535595;0.585365854;0.634115409;0.624609619;0.62774639;0.528606965;0.480615187;0.592300099;0.967311541;1.02739726
JC Main-Tauber-Kreis;67410;2.683007618;2.249022164;2.048;1.875808538;1.738570509;1.807617818;1.57404433;1.808615587;1.995344197;1.896838602;2.217074785;2.432522493;1.898527005;1.31061599;1.136732705;1.75090849;2.404479578;2.761872684;2.838796891;2.268820901;2.114164905;2.234835048;2.665706052;2.75462124;2.780748663;2.604352479;2.975977053;3.047484054;3.600713012;2.950701691;2.739726027;3.352984525;3.446969697;3.396946565;2.631578947;2.369311771;1.782398812;1.825633383;2.031930334;2.223006351;1.835180055;1.371271855;0.481927711;0.421348315;0.725689405;1.550960118;1.925872093;2.510760402;2.555910543;2.144586648;1.355578728;1.086956522;1.074113856;0.943396226;1.079672375;1.623867069;2.115158637
JC B�blingen;67704;2.797586396;2.569339927;2.531779661;2.727654217;2.884111169;2.931664058;2.80364163;2.673852213;2.937473773;2.899470899;2.977139819;2.706131078;2.458758012;2.260416667;1.988754686;2.405103001;2.325581395;2.574425257;2.539041751;2.621924903;2.80250577;2.759991168;2.628940626;2.72858893;2.597690941;2.362030905;2.098056537;2.029274784;2.154979902;2.053641567;1.993916864;1.973083942;1.919962989;2.118249534;2.126665109;2.075272599;1.593393813;1.059371362;0.728348697;0.799737073;0.726961728;0.594606073;0.159948816;0.171710668;0.2522483;0.346175321;0.500723267;0.72262368;0.742520201;0.718190588;0.468284376;0.275949904;0.203622334;0.270797227;0.350761811;0.478788554;0.815771584
JC Stuttgart, Landeshauptstadt;67748;1.647365846;1.542126783;1.499360614;1.54155496;1.485747009;1.478319049;1.478884462;1.548806527;1.58173927;1.541935484;1.578043485;1.595347175;1.560729204;1.53851116;1.414304124;1.479145671;1.353693228;1.437405434;1.427105063;1.53758922;1.668866998;1.707076546;1.595653808;1.554546705;1.594143404;1.587464154;1.461221431;1.438947513;1.361766841;1.37062742;1.396130026;1.400204564;1.415111111;1.481243531;1.444017386;1.180377576;0.80842196;0.639765538;0.57864282;0.598862833;0.418506558;0.229651258;0.101930096;0.15531029;0.197966648;0.306779834;0.353211481;0.387437427;0.383050847;0.35879552;0.313051587;0.240416722;0.214808351;0.23638267;0.246634467;0.280967082;0.380670403
JC Ulm, Universit�tsstadt;68402;2.424542306;2.540923528;2.791939791;2.932622395;2.933925049;2.998279676;2.975452517;3.172651254;3.624093977;3.670411985;3.624627607;3.210552514;2.632226322;2.675747993;2.577319588;2.925136341;2.500631473;2.812579903;2.996158771;3.08690013;2.837259101;2.861685215;3.133297929;3.076923077;2.612330199;2.897800776;2.709038812;2.429363612;2.322512536;2.182011708;2.096602972;1.716738197;1.914660832;1.689750693;1.702959241;1.487510525;1.106806862;0.9895547;0.890688259;0.604686319;0.340549745;0.170731707;0.097680098;0.147528891;0.332480818;0.606380174;0.907911803;0.97912909;1.110830598;1.0591133;1.081878535;1.009603546;1.124437781;0.891492613;0.889121339;0.691305504;0.87431694
JC Alb-Donau-Kreis;68404;3.008423586;3.020527859;2.686131387;2.446043165;2.309266296;2.444051826;2.128288501;2.320047591;2.255871446;3.027465668;3.61258175;3.601628562;3.596899225;3.244746601;3.569230769;3.219756174;2.895752896;2.487080103;2.896192646;3.583278036;3.889076767;3.552097429;3.067484663;2.65758092;2.662622177;2.59222333;2.221485411;2.158034529;1.544660846;1.592680447;1.339285714;1.319444444;1.645082254;2.019844082;2.081128748;1.492537313;0.88245676;0.672090555;0.487974904;0.567044696;0.328947368;0.22756827;0.163880695;0.432037222;0.551533954;0.645392614;0.538599641;0.88715401;0.867754252;0.952380952;0.713557594;0.623484586;0.390347764;0.579500181;0.592812153;0.646879756;0.708661417
JC Biberach;68410;3.050437934;2.949852507;2.852203976;3.384968445;3.802612482;3.775216138;3.909169302;3.730272597;3.624671149;3.719976567;4.138538303;4.57767277;4.241006142;4.158125915;4.062408007;4.333532576;3.931055337;3.655913978;3.983940704;4.610041048;5.212663895;5.004843397;4.146100691;4.344941957;4.329288291;4.867690297;4.816892115;4.893688829;4.810644831;5.147563487;6.043569923;6.693055056;6.25;6.405035172;5.365126677;4.856182294;3.299962922;2.21402214;0.726744186;1.631944444;1.86271128;1.978479695;0.948033708;0.496277916;0.218818381;0.735835173;1.494209936;2.380066939;2.717590892;2.351264695;1.595179015;0.748129676;0.427655025;0.356379187;0.324207493;0.291651476;0.632675847
JC Schwarzwald-Baar-Kreis;68702;4.525575204;4.002254791;3.640731843;4.056795132;4.411764706;4.735479097;4.421959903;4.142671373;4.000758438;4.226983208;4.512458309;4.134012539;3.938859494;4.025132535;3.489059728;3.755682941;3.671363366;3.812020976;3.712013053;3.61644968;3.855115442;3.961456103;3.74113094;3.316217373;2.933727311;2.842105263;3.368421053;3.453358602;3.594215228;3.065786672;2.950541286;2.584917753;2.730449978;2.642498362;2.326592738;2.246945899;2.109974425;2.159644294;1.74609696;1.328200192;0.580307001;0.31232776;0.018284878;0.054784514;0.280112045;0.459330144;0.455321571;0.416745596;0.352963032;0.326205147;0.339588919;0.430338892;0.831375384;0.834724541;1.22572129;1.447876448;1.609697933
JC Tuttlingen;68706;1.507860122;1.35689492;1.285266458;1.542733724;1.410610242;1.700576981;1.750679143;1.696969697;2.251002158;2.52022402;2.751159196;2.198492462;1.966906026;1.73428306;1.583850932;1.508485229;1.79028133;2.099236641;1.932989691;1.886178862;2.196339434;2.425058942;2.419904567;2.363823227;2.10454854;1.942740286;1.863143631;2.156334232;2.291105121;1.972789116;1.80887372;2.064693737;2.155319877;1.905091791;1.734304544;1.423116973;1.095140315;0.848896435;0.703517588;0.783034258;0.508097809;0.221169036;0.062952471;*;0.187382886;0.314070352;0.722135008;1.012978791;1.388450615;1.048735349;0.889570552;1.02484472;0.96844736;1.079022533;0.988205292;1.0107597;1.285431773
JC Rottweil;68708;3.205128205;3.268945022;3.259647808;3.459821429;3.53200883;3.526354863;3.669037814;3.354692801;2.771450266;2.542372881;2.945797329;3.534551231;3.862830114;3.424124514;2.948113208;2.709163347;3.093611892;2.990577632;2.660016625;2.680067002;2.996575342;2.987012987;2.783819052;2.977232925;3.321678322;3.586862576;4.140969163;3.405017921;3.531009507;3.897294819;4.897025172;5.046296296;4.68528159;3.849809886;3.788968825;3.244552058;2.290076336;0.967117988;0.921658986;1.220063263;1.00877193;0.682302772;0.214592275;0.175054705;0.538841491;0.867183934;1.378043179;1.244239631;1.179138322;1.426718547;1.153846154;1.087429317;1.007887818;1.570915619;2.015574897;1.97740113;1.71652771
Bayern;9;2.842626897;2.884799338;2.78562456;2.884084298;2.824784214;2.943807608;2.903140752;2.827804354;2.902623507;2.952016523;3.029541088;3.032776002;2.966996549;3.022049411;2.918116506;3.017163036;2.892142864;2.903355335;2.886979945;2.890484557;3.050876709;3.02495571;3.04275794;3.028671423;2.953729017;2.967664074;2.896563364;2.990956255;2.911714832;3.06074547;2.941947511;2.990650082;2.962888284;2.964790988;2.795974466;2.427886358;1.82077924;1.306802985;1.138581413;1.297327567;1.038145501;0.702339582;0.265495625;0.240020854;0.392665617;0.638261538;0.888454723;1.050419424;1.035402178;0.996757414;0.88345317;0.832778596;0.781472781;0.801384616;0.8460517;0.938889627;1.093346479
JC Ansbach, Stadt;71102;2.404092072;2.226620485;2.226620485;2.414486922;2.96184739;2.650356779;2.440290758;1.986408782;1.83982684;1.948051948;1.971522453;2.032967033;2.292576419;2.536427415;2.48940678;3.120042306;2.809292274;2.671755725;3.27689787;3.622392975;3.790412486;4.320987654;4.834012813;4.347826087;3.699354081;4.181184669;3.594202899;3.850641774;3.341288783;3.987915408;4.342507645;4.323995128;4.076590488;4.440275172;4.010184596;3.437301082;2.213788741;2.027883397;1.822752986;2.099580084;1.737116387;1.211771495;0.70713023;0.535395598;0.609756098;0.624219725;0.695762176;0.948766603;1.340645948;1.311084625;1.133651551;1.265060241;1.338199513;1.191222571;0.968366688;0.787401575;1.087695445
JC Wei�enburg-Gunzenhausen;71108;3.786191537;3.133441383;2.963362069;3.303964758;3.5077951;4.735376045;4.775280899;5.176336746;5.217391304;4.811594203;4.548104956;3.54488279;4.135977337;4.639463387;4.438202247;3.87283237;3.362831858;3.143534994;3.734939759;4.347826087;4.949874687;5.555555556;5.853357979;5.145691259;4.475781729;4.572803851;4.105392157;4.347826087;4.484304933;4.598445596;3.932946486;4.562982005;4.342190538;4.288499025;3.875968992;3.642172524;3.448275862;2.967171717;2.652683529;2.825191289;1.994301994;1.093839954;0.058275058;0.178890877;1.172839506;1.982097187;3.085642317;3.134796238;2.676399027;2.274087373;1.600474215;1.258238466;1.828153565;1.919504644;1.882057716;1.908396947;1.754385965
JC Roth;71110;3.354978355;3.364879075;3.719224725;4.18230563;3.997867804;4.446854664;3.444505194;3.162486369;3.100775194;3.631284916;2.914798206;3.34846765;3.518416712;3.50877193;3.342618384;3.551296505;3.832752613;4.952267303;4.756170981;4.680851064;5.936920223;5.600497822;6.206459785;5.179028133;4.388714734;4.399748586;3.459320948;4.671052632;4.572965703;5.316973415;5.266805267;6.026629292;5.806451613;5.197657394;4.726181545;4.176157935;2.714932127;1.823708207;1.92165558;2.633402633;2.079141516;1.145552561;0.068540096;*;0.293470286;1.437216339;1.93452381;3.288490284;2.700781805;2.226861517;0.970873786;1.317614424;1.563610519;1.77383592;1.348314607;3.20855615;4.235294118
