Ort;ID;1701 |Jan;1702 |Feb;1703 |M�r;1704 |Apr;1705 |Mai;1706 |Jun;1707 |Jul;1708 |Aug;1709 |Sep;1710 |Okt;1711 |Nov;1712 |Dez;1801 |Jan;1802 |Feb;1803 |M�r;1804 |Apr;1805 |Mai;1806 |Jun;1807 |Jul;1808 |Aug;1809 |Sep;1810 |Okt;1811 |Nov;1812 |Dez;1901 |Jan;1902 |Feb;1903 |M�r;1904 |Apr;1905 |Mai;1906 |Jun;1907 |Jul;1908 |Aug;1909 |Sep;1910 |Okt;1911 |Nov;1912 |Dez;2001 |Jan;2002 |Feb;2003 |M�r;2004 |Apr;2005 |Mai;2006 |Jun;2007 |Jul;2008 |Aug;2009 |Sep;2010 |Okt;2011 |Nov;2012 |Dez;2101 |Jan;2102 |Feb;2103 |M�r;2104 |Apr;2105 |Mai;2106 |Jun;2107 |Jul;2108 |Aug;2109 |Sep
JC Ansbach;71146;1.236673774;1.283112583;1.415857605;1.447527141;1.496158512;1.531023368;1.751527495;1.813685078;1.774123756;1.823032459;1.399548533;1.166044776;1.320754717;1.322626358;1.616737993;1.753531417;1.729249012;1.821862348;1.35770235;1.173959445;1.314348302;1.486563751;1.265822785;1.684088269;1.670506912;1.832760596;1.662844037;1.631701632;1.041028781;1.481481481;1.427684668;1.600985222;1.661341853;1.689408707;1.620526671;1.676727029;1.203208556;1.120632828;0.381194409;0.530347672;0.465386853;0.234329233;0.179318589;0.361663653;0.435865504;0.443599493;0.574345884;0.380228137;0.425790754;0.530347672;0.580046404;0.403458213;0.350672122;0.299043062;0.369230769;0.312304809;*
JC Aschaffenburg, Stadt;71502;1.61205074;1.49449397;1.828631139;1.998961578;2.310488058;2.486910995;2.307288936;1.686429513;1.709858402;1.682242991;1.471768799;1.468624833;1.05374078;1.083509514;1.054018445;1.269169751;1.542553191;1.88172043;1.999459606;1.93936083;2.714805486;2.588632527;2.528089888;1.992143659;1.886792453;2.214226405;2.332037757;2.046537707;2.137361072;2.81205165;3.081797235;3.199534613;2.844444444;2.55178625;2.121936641;1.32610006;0.774270399;0.562462996;0.553613054;0.523993381;0.477200424;0.425758382;0.351161534;0.355385457;0.310033822;0.518881522;0.637127136;0.970319635;0.814149354;0.942089221;0.771137428;0.662068966;0.581556356;0.842696629;1.218820862;1.420858198;1.511188608
JC Aschaffenburg;71504;1.39335477;1.650692226;1.912496725;2.523240372;2.482831484;2.6818906;2.451372236;2.386764307;2.29408513;2.55004113;2.510344828;2.167871039;2.269582065;2.632300521;2.50965251;2.727784027;3.012219381;2.96147211;3.138750367;2.686743431;2.461723206;2.322775264;2.285191956;2.395391146;1.9525383;1.838456902;1.914893617;2.13740458;2.055214724;2.281021898;1.926016509;2.417854929;2.438252058;2.499198975;2.080624187;2.003231018;1.501117854;0.735764555;0.472292191;0.800949273;0.667053364;0.547077455;0.173812283;0.291120815;0.476758045;0.694444444;1.167315175;1.369047619;1.369463869;0.87397801;0.641562064;0.528658876;0.537330317;0.488646163;0.557839107;0.771055753;0.965018094
JC Miltenberg;71506;3.25203252;2.717590892;2.88912965;3.136531365;3.647190175;3.867608776;3.778526001;3.254769921;2.618595825;2.938931298;3.276792598;3.108003108;3.018575851;3.105828221;2.880184332;2.731174405;2.602523659;2.697342324;3.047313553;3.216612378;3.101736973;3.166118421;3.16091954;3.236514523;2.703826955;3.316749585;3.660565724;4.069767442;3.543142976;3.271812081;2.835696414;2.465986395;2.312633833;2.792321117;2.065934066;1.468624833;0.867302689;0.852151683;0.913242009;1.111552203;1.127089001;0.579150579;0.428515777;0.239329876;0.568181818;0.909466722;1.438553226;1.499797325;1.767478397;1.7397882;1.294744859;0.692574067;0.386996904;0.470035253;0.519792083;0.491199345;0.867768595
JC Bayreuth, Stadt;72302;3.932054105;3.805693069;3.450381679;3.24754902;3.37181045;3.700277521;3.789996893;3.68174727;3.947368421;3.586295229;4.046242775;4.096228869;3.668261563;3.913458479;3.683709114;4;3.424878837;3.833551769;3.952175357;4.141616566;3.722677596;4.245923913;4.140570633;3.872993719;3.421142662;3.122878479;3.408316292;3.488372093;3.103448276;3.201970443;3.556187767;3.269160915;3.222262907;3.101920236;2.919438285;2.081784387;1.427525622;0.878477306;1.245551601;1.595925297;1.029216467;0.632700633;0.067842605;0.204988042;0.601556971;0.798548094;1.101321586;0.840643275;1.367890569;1.192564013;1.238499646;0.815602837;0.751072961;0.985041955;0.898539873;1.363636364;1.431334623
JC Bayreuth;72304;1.853997683;1.851851852;2.23838836;1.994301994;2.30813618;2.324230099;2.107728337;2.045587376;2.312842362;2.256097561;2.865853659;2.359346642;2.848484848;2.731591449;2.622169249;3.365384615;2.518427518;3.099304238;2.724968314;2.476190476;2.610966057;2.954694682;3.22797579;2.420981843;2.925531915;2.657807309;2.451954937;2.208835341;2.735978112;2.945301543;2.687411598;2.591792657;2.579218865;2.252252252;1.965230537;1.675552171;1.435045317;1.140684411;1.19670905;1.012292119;0.85106383;0.358680057;0.287562904;0.586080586;0.73800738;1.09375;1.039168665;0.870253165;0.777604977;0.446760983;0.364963504;0.365230095;0.523560209;0.384319754;0.470957614;0.236966825;0.644641418
JC Kulmbach;72306;3.731343284;3.659174072;3.734439834;3.931987248;3.74732334;4.326663061;3.662597114;4.304080492;4.33295325;4.446978335;3.526734926;3.218390805;2.970852018;2.813017099;2.802197802;2.455357143;2.197183099;2.46559633;2.484113229;2.577621558;2.505966587;2.60509177;2.540834846;3.541416567;3.380782918;3.183962264;2.767962309;2.99940012;2.97029703;2.992518703;3.299492386;3.307392996;3.73525557;3.696369637;3.152246814;2.834008097;2.281879195;1.435094586;0.716145833;0.569981001;0.609756098;0.439974859;0;*;0.200267023;0.687757909;0.998573466;1.074498567;1.287262873;1.508196721;1.575837163;1.278600269;1.214574899;0.890410959;0.776836158;0.860215054;1.1816839
JC Hof, Stadt;72308;3.370465581;3.582338239;3.573362209;3.789303951;3.287743293;3.658857594;3.364879075;3.137254902;3.253333333;3.413978495;3.705692803;4.113247863;4.097482592;4.29218875;4.368932039;4.576596328;4.179437169;3.822372119;3.902714932;4.35660704;4.703476483;4.690706538;4.209596703;3.75782881;3.769140165;3.958090803;4.073967062;4.085205719;3.765813475;3.842716711;3.607937462;3.738601824;4.034229829;4.241486068;4.01128173;3.157894737;2.107581;1.887979862;2.18681662;2.31990232;1.700576981;0.758265089;0.123190638;0;0.388852884;1.126200729;1.97258442;2.593947456;2.399737015;2.413904088;2.597402597;2.424639581;2.450331126;2.13760855;2.363823227;2.839900603;3.019145803
JC Hof;72310;3.92599278;4.153498871;3.541012999;3.989242492;3.835616438;3.784769722;3.654024052;3.643157403;4.032258065;3.528850739;3.341288783;3.341288783;4.091341579;4.281636537;3.28884652;2.934102934;3.018500487;3.82540461;3.687315634;4.089775561;3.042596349;2.942668696;3.017689906;3.466114847;3.783231084;4.445579969;3.631713555;3.64476386;3.21743643;3.462749213;3.477344573;3.2873807;2.920497566;2.937976061;2.979414951;2.997858672;1.993534483;0.692963753;0.731834814;0.901803607;0.736738703;0.397219464;0;*;*;1.043841336;1.486199575;1.797040169;1.486417222;1.348651349;0.990589401;0.647732935;0.354251012;0.40526849;0.672877847;0.683850605;0.90763481
JC Wunsiedel im Fichtelgebirge;72312;2.681863895;2.406064601;2.26007206;2.502469542;2.513227513;2.505846976;2.757475083;2.75198939;2.377717391;2.221462748;2.379333787;2.511028164;2.775919732;2.855223379;2.740189445;2.677966102;2.277432712;2.14384509;1.987447699;2.167832168;2.436440678;2.482907521;2.261306533;2.660913341;2.763819095;2.637205987;2.921268258;2.641913602;2.959220498;3.087540865;3.221083455;3.138847858;3.066566941;2.921953095;2.763915547;2.025710947;1.36239782;0.852052672;0.501156515;1.00896861;1.288659794;1.083302204;0.612557427;0.7316134;0.914149444;1.157981803;1.590623692;2.079796265;1.831044528;1.848049281;1.556739041;1.42438207;1.310782241;1.213171577;0.976042591;1.52534769;1.682242991
JC Coburg, Stadt;72702;2.914110429;3.389830508;2.615992103;2.817597627;2.656173143;2.329038652;2.248875562;1.687344913;1.55;1.819100556;1.897435897;1.70984456;1.739130435;1.99488491;2.782071097;2.77486911;2.580305424;2.354200107;2.496016994;2.463845742;2.356722014;2.583837273;2.155887231;1.965188097;1.826231323;2.411665732;2.844394869;2.774694784;2.668148972;2.494456763;2.41301908;2.432126697;2.517162471;1.88034188;1.862630966;1.773049645;1.410934744;1.050788091;0.39750142;0.325556158;0.206398349;0.36119711;0.36687631;0.323799244;0.221852468;0.455580866;0.337837838;0.333704116;*;0.376952073;0.31779661;*;*;0.379198267;0.611111111;0.959367946;1.042873696
JC Coburg;72704;2.701350675;3.415369161;3.388141505;3.373615307;3.150406504;3.036437247;3.191489362;2.755102041;3.493222106;2.998421883;2.972399151;3.422854134;3.30749354;3.858024691;3.565891473;4.060385216;3.582718651;3.450106157;3.239511418;3.685897436;4.202586207;4.148471616;4.157427938;3.697571744;3.111353712;2.994011976;3.276047261;3.683640303;3.728813559;4.166666667;3.434459073;3.302433372;4.049295775;4.51843044;4.418886199;3.633004926;2.905569007;3.190848886;3.428239396;2.768729642;1.442307692;0.429645542;0.054171181;0.162513543;0.276548673;0.867052023;1.227352425;1.576182137;1.59181353;1.665741255;1.548672566;1.668520578;1.636568849;1.481481481;1.805474665;1.869722557;1.8753781
JC Kronach;72706;1.754385965;1.49142431;1.78041543;1.374045802;1.477449456;1.647058824;1.498422713;1.492537313;1.951219512;2.196908055;2.183039463;2.113271344;1.911886949;2.677824268;2.754590985;3.074295474;2.88966725;2.98245614;2.244165171;2.729754322;2.409638554;2.922374429;3.205128205;3.105022831;2.486678508;1.245551601;1.158645276;1.290322581;1.730418944;2.276867031;2.51396648;1.97740113;1.762977473;2.352941176;1.825557809;1.838610827;0.942408377;1.327885598;0.804020101;0.667302193;0.184842884;0.093370682;0.096339114;*;*;*;1.411290323;1.984126984;2.887391723;3.055555556;2.234636872;1.892147588;1.343570058;1.26459144;0.9;0.604229607;0.411522634
JC Lichtenfels;72708;5.276705277;5.683269476;5.279898219;4.434447301;4.475703325;5.252918288;5.428384565;6.197546804;6.270847231;6.460296097;5.704697987;5.562913907;4.761904762;5.160026127;5.352480418;5.319148936;5.392809587;5.287817938;6.161137441;6.121045392;6.610407876;6.236711552;6.142857143;5.567606652;5.289855072;4.674945215;4.56890199;4.466313399;3.932151118;4.196357878;3.98089172;3.534136546;4.453441296;4.692556634;4.781199352;4.312449146;3.568532036;2.995951417;1.455133387;1.544401544;2.170658683;2.036199095;1.800450113;0.984102952;1.231716705;1.635514019;1.544401544;1.498422713;1.310717039;1.360544218;1.291793313;1.801096319;1.906274821;2.270884023;2.483443709;2.525252525;2.311643836
JC Bamberg, Stadt;72710;1.672002846;1.304654443;1.154249738;1.768990635;1.217814892;1.556420233;0.992555831;1.148625131;0.947700948;0.884642604;0.678329168;0.728862974;0;0.828530259;1.298232961;1.093294461;1.328413284;1.520771513;1.590909091;1.819589624;1.882352941;2.156017248;1.542111507;1.72829582;1.6796875;2.006294256;2.373290426;2.502017756;2.279202279;2.683732453;2.577962578;2.564102564;2.223172296;2.425292334;1.931518876;1.868327402;1.334519573;1.196808511;1.949978805;1.714063109;1.294378698;0.702662722;0.150319429;*;0.4743083;0.938009788;1.81443299;1.72;1.593470657;1.083302204;0.63197026;0.609291698;0.58297707;0.674335581;0.777732296;1.421999164;1.652542373
JC Bamberg;72712;1.514411334;1.732435034;1.929411765;2.050548402;1.957040573;0.979911808;1.791936287;2.426944032;2.536783359;2.98661174;3.215767635;4.006163328;3.538461538;3.203203203;2.111984283;1.793721973;2.229930624;2.691924227;2.761044177;2.491103203;3.103629669;2.823654768;2.583423036;3.091684435;3.41697811;3.558346415;3.453772582;3.381642512;3.114571746;3.068181818;3.075170843;3.222026948;3.378778897;3.509815586;3.355704698;1.851851852;1.053936764;0.369230769;0.296735905;0.888888889;0.755124056;0.820120284;0.336134454;0.684931507;0.952380952;1.084337349;1.382211538;1.522533496;1.468860165;1.033295063;1.020986954;1.222351572;1.691948658;1.957295374;2.05811138;2.165841584;1.665598975
JC Forchheim;72714;4.310344828;4.104148279;4.305799649;4.030115146;3.631532329;2.983081033;3.272727273;3.484640073;4.337686567;4.111531191;4.123222749;4.046511628;3.669298653;4.084507042;4.035664008;3.744599136;3.106508876;2.982107356;3.048475762;2.52016129;2.662570405;2.518363064;2.851108765;2.22107438;2.188295165;2.472952087;2.208525937;2.56948086;2.691292876;2.565473009;2.846401719;3.259098316;3.023639362;2.96254891;3.035320088;2.434975097;1.895206243;0.665557404;0.162689805;0.302877335;0.294985251;0.294261893;0.04952947;0;*;0;0;0;0;0;0;0;0;0;0;0;*
JC F�rth, Stadt;72902;3.593682075;3.738183901;3.351875624;3.434459073;3.328118333;3.573454339;3.65036361;3.435442313;3.306627822;3.498032357;3.944687045;4.183793306;3.849557522;3.693266093;3.61355831;3.740275284;3.966005666;3.975304924;3.753228993;3.464274667;3.660671654;3.789574672;3.757225434;3.722887666;3.42498794;3.029814666;2.991315536;3.395012068;3.743315508;3.69700953;3.272968932;3.398627156;3.446519525;3.585588692;3.692093347;3.469316597;2.825745683;1.659678546;0.789970805;0.297619048;0.29201817;0.13029316;0.098441345;0.099833611;0.085733882;0.122228043;0.351864884;0.849106669;1.057925772;1.230613621;0.966988996;0.869419829;0.793650794;0.714650332;0.675675676;0.633245383;0.840035746
JC F�rth, Land;72904;2.744237102;2.679059595;2.404371585;3.309431881;3.467253715;3.689427313;3.530060673;3.483146067;3.495702006;3.540833809;3.804034582;3.348729792;3.001132503;3.174603175;3.142536476;3.30672748;3.142857143;3.056516724;2.727800348;2.339181287;1.781472684;1.935874168;2.14987715;1.728395062;1.748040989;1.452784504;1.920768307;2.226233454;1.568154403;2.513464991;1.964285714;2.206320811;2.238354507;1.957186544;2.350813743;2.039592082;1.73341303;1.192605844;0.987224158;0.924415443;1.114649682;0.897571278;0.70005385;0.541711809;0.78387458;1.017524025;1.589103292;1.573917931;1.51187905;1.331912627;1.167108753;1.282736505;1.240560949;1.040525739;1.102535832;0.964812713;1.149425287
JC Erlangen, Stadt;72906;3.974706414;3.719008264;3.987194412;3.826086957;3.555045872;4.183381089;4.479315264;4.841925377;4.507124164;4.908877131;4.527852249;4.052055605;3.576663735;3.90556689;4.683840749;4.654566745;4.31085044;3.755868545;3.329369798;3.225806452;3.376304481;3.065964695;3.274087933;3.1875;2.66584005;2.350360389;2.397476341;2.518098835;2.91047137;3.079365079;3.292838875;2.871894159;2.67014002;2.315720809;2.981651376;2.657807309;2.200733578;1.835781041;2.144506763;2.05160087;1.400304414;0.917992656;0.464684015;0.592823713;0.826183667;1.138581653;1.043364852;0.645994832;0.126023945;*;*;*;0.221238938;0.251730648;0.221940393;0.195121951;0.228832952
JC Erlangen-H�chstadt;72908;1.535413571;1.907090465;1.93452381;1.946472019;1.516634051;1.328086572;1.251251251;1.310483871;1.49870801;1.933124347;2.328042328;2.03535083;1.619644723;1.523109244;1.751592357;2.096774194;1.416893733;1.225626741;0.953449243;1.25213432;1.643192488;1.930036188;2.719406675;2.204030227;2.257053292;2.049689441;2.220851326;2.510716473;1.946472019;1.927860697;1.112484549;1.431238332;2.385436284;1.935081149;2.043422733;1.65394402;1.772151899;1.782304265;1.282051282;1.384083045;1.166018878;1.001112347;0.670765791;0.677966102;0.468933177;0.970285021;0.845410628;1.011302796;0.865551068;0.735294118;0.508474576;0.285225328;*;0;0;*;0.250312891
JC Neustadt adAisch-Bad Windsheim;72910;3.546480387;4.037755637;3.745510518;3.856041131;3.810504634;4.220948411;4.52368281;4.583772392;3.984716157;3.975704031;3.854748603;3.532763533;3.412969283;3.879064461;4.002287021;4.717530577;3.950471698;4.474002418;4.233128834;4.057428215;3.813833226;4.575163399;4.902619208;4.504504505;4.259634888;3.489932886;4.122340426;4.186360567;4.194857916;3.266157054;2.672292546;2.847222222;2.930664761;3.787327021;3.532804614;3.40333092;3.197674419;3.251445087;3.244005642;2.731512325;1.916932907;1.767676768;0.956632653;0.83925113;0.665335995;1.158038147;1.442307692;1.433447099;1.214574899;1.29617628;1.156812339;1.098901099;0.657462196;0.334448161;0.60362173;0.821917808;1.572551823
JC N�rnberg, Stadt;73514;2.948477326;2.913291329;2.765582534;2.842524161;2.993258427;3.202697008;3.313344236;3.253895509;3.435055017;3.528190937;3.612312389;3.668108281;3.460826256;3.514458214;3.415086496;3.527701502;3.586641954;3.548916612;3.434684685;3.289209787;3.457899394;3.552410073;3.585089366;3.87060714;3.847624344;3.879610299;3.731733687;3.9246633;3.833573664;4.079026709;3.956192922;3.939187004;3.900942362;4.079005444;4.01893897;3.54617888;2.807541534;2.578029091;2.38121325;2.629230452;1.771298953;1.137682842;0.291388954;0.158977134;0.163194444;0.167444512;0.265261498;0.353180407;0.347112654;0.388516417;0.371823299;0.307240638;0.236641745;0.234701274;0.263268745;0.280749138;0.41197273
JC N�rnberger Land;73522;2.545691906;2.496;2.425789978;2.239283429;2.266198532;2.453792224;2.266922095;2.169751117;2.040165763;2.449242668;2.161290323;2.304446608;1.91682911;2.222948676;2.317880795;2.588235294;2.442333786;2.320027294;1.775956284;2.206896552;2.866242038;2.694933525;2.758867789;2.225465159;2.303473492;2.58087968;2.879008746;3.24699015;2.992242335;3.150481838;2.829486225;2.900188324;2.306805075;2.427564605;2.695204122;2.376157874;1.504354711;0.70977918;0.236220472;0.259836674;0.322003578;0.213447172;0.107296137;0.107411386;0.18294914;0.861745972;1.554207733;1.89107413;1.576246334;1.147776184;1.021126761;0.819380121;0.722021661;0.916422287;0.785046729;1.072796935;1.120896717
JC Schwabach, Stadt;73524;1.849217639;1.916252661;1.759324419;2.512212142;3.169014085;3.51758794;2.95389049;2.209550962;2.534395366;2.521613833;2.828136331;2.968863143;2.274342573;1.972242513;2.819956616;2.976190476;2.781954887;2.891933029;2.406832298;2.621434079;2.602523659;2.627388535;3.228410008;3.155339806;3.03514377;2.417405318;2.263540825;2.435064935;2.31980116;2.616516762;2.388797364;2.43697479;2.64957265;2.264808362;2.336028751;2.298850575;2.30700976;1.749781277;1.70212766;1.374292643;0.962309543;0.644641418;0.403551251;*;0.260869565;0.35335689;0.51457976;0.853970965;1.003344482;1.149425287;0.72;0.731707317;0.720576461;0.885668277;0.570497148;0.65681445;0.588730025
JC Neumarkt idOPf;73902;2.441794435;3.307174888;3.852596315;4.21172453;3.747870528;3.11968236;2.054794521;1.790872328;1.960784314;2.061248528;2.16374269;2.010644589;2.295467922;2.38372093;2.130177515;1.722090261;1.034692635;0.994406464;1.266624446;1.627604167;1.824324324;1.646090535;1.350390903;1.212553495;1.137980085;1.260504202;1.955307263;2.844950213;3.440702782;3.418181818;3.204661326;2.694610778;3.31075997;2.809415338;2.52293578;2.047005307;1.29969419;0.683890578;0.371747212;0.848056537;0.765483646;0.557491289;0.349895031;*;*;0.305110603;1.283987915;2.407825433;2.676579926;2.222222222;1.690140845;1.596516691;1.621223287;1.745068285;2.01394268;1.838529177;1.654259719
JC Regensburg, Stadt;73904;2.365551654;2.313199927;2.028985507;1.929666366;1.912080057;2.216117216;2.13274499;1.981481481;2.104265403;2.086923224;2.164669501;2.335005789;2.172659104;2.176006162;2.152604267;1.922337562;1.754385965;1.624902114;1.695249359;1.791401274;1.685963843;1.595744681;1.272158498;1.347429519;1.274147143;1.275982712;1.436192039;1.408738261;1.253338812;1.368159204;1.314691152;1.364686122;1.692405331;1.813471503;1.363931587;1.034482759;0.751879699;0.360857567;0.272822665;0.377959021;0.253460714;0.212027756;0.154738878;0.173611111;0.297619048;0.505152556;0.849686425;0.705502923;0.630045285;0.483558994;0.435523575;0.302057769;0.209085725;0.154589372;0.098931539;0.121040952;0.207210941
JC Regensburg;73906;2.825797872;3.147540984;2.687643396;2.874132805;2.927631579;2.550513415;1.92371476;1.952349437;2.032380296;1.722356183;1.759943682;2.139800285;2.259089305;2.255904124;1.804032543;1.944837341;1.845935392;2.068214804;2.250092217;2.595936795;2.775636083;2.609034268;2.936507937;2.8;2.610759494;2.718676123;2.749410841;3.013481364;2.68752507;2.902698283;3.135179153;2.964182791;3.221704112;2.922755741;3.105329417;2.775441548;1.960784314;1.396877568;0.641282565;1.296225696;1.535648995;1.338639653;0.732064422;0.369139904;0.341426404;0.581170089;0.857031554;1.097178683;0.875856816;0.666666667;0.507246377;0.758944705;0.659582265;0.670640835;0.417298938;0.612557427;0.822561692
